0 0.46194 0.191342
0 0.415735 0.277785
0.081106 0.407747 0.277785
0 0.46194 0.191342


0 0.46194 0.191342
0.081106 0.407747 0.277785
0.09012 0.453064 0.191342
0 0.46194 0.191342


0 0.191341 -0.46194
0 0.277785 -0.415735
0.054193 0.272448 -0.415735
0 0.191341 -0.46194


0 0.191341 -0.46194
0.054193 0.272448 -0.415735
0.037329 0.187665 -0.46194
0 0.191341 -0.46194


0 0.490393 0.097545
0 0.46194 0.191342
0.09012 0.453064 0.191342
0 0.490393 0.097545


0 0.490393 0.097545
0.09012 0.453064 0.191342
0.095671 0.48097 0.097545
0 0.490393 0.097545


0 0.097545 -0.490393
0 0.191341 -0.46194
0.037329 0.187665 -0.46194
0 0.097545 -0.490393


0 0.097545 -0.490393
0.037329 0.187665 -0.46194
0.01903 0.095671 -0.490393
0 0.097545 -0.490393


0 0.5 0
0 0.490393 0.097545
0.095671 0.48097 0.097545
0 0.5 0


0 0.5 0
0.095671 0.48097 0.097545
0.097545 0.490393 0
0 0.5 0


0 0.097545 0.490393
-0 -0 0.5
0.01903 0.095671 0.490393
0 0.097545 0.490393


0 -0 -0.5
0 0.097545 -0.490393
0.01903 0.095671 -0.490393
0 -0 -0.5


0 0.490393 -0.097545
0 0.5 0
0.097545 0.490393 0
0 0.490393 -0.097545


0 0.490393 -0.097545
0.097545 0.490393 0
0.095671 0.48097 -0.097545
0 0.490393 -0.097545


0 0.191342 0.46194
0 0.097545 0.490393
0.01903 0.095671 0.490393
0 0.191342 0.46194


0 0.191342 0.46194
0.01903 0.095671 0.490393
0.037329 0.187665 0.46194
0 0.191342 0.46194


0 0.46194 -0.191342
0 0.490393 -0.097545
0.095671 0.48097 -0.097545
0 0.46194 -0.191342


0 0.46194 -0.191342
0.095671 0.48097 -0.097545
0.09012 0.453064 -0.191342
0 0.46194 -0.191342


0 0.277785 0.415735
0 0.191342 0.46194
0.037329 0.187665 0.46194
0 0.277785 0.415735


0 0.277785 0.415735
0.037329 0.187665 0.46194
0.054193 0.272448 0.415735
0 0.277785 0.415735


0 0.415734 -0.277785
0 0.46194 -0.191342
0.09012 0.453064 -0.191342
0 0.415734 -0.277785


0 0.415734 -0.277785
0.09012 0.453064 -0.191342
0.081106 0.407747 -0.277785
0 0.415734 -0.277785


0 0.353553 0.353553
0 0.277785 0.415735
0.054193 0.272448 0.415735
0 0.353553 0.353553


0 0.353553 0.353553
0.054193 0.272448 0.415735
0.068975 0.34676 0.353553
0 0.353553 0.353553


0 0.353553 -0.353553
0 0.415734 -0.277785
0.081106 0.407747 -0.277785
0 0.353553 -0.353553


0 0.353553 -0.353553
0.081106 0.407747 -0.277785
0.068975 0.34676 -0.353553
0 0.353553 -0.353553


0 0.415735 0.277785
0 0.353553 0.353553
0.068975 0.34676 0.353553
0 0.415735 0.277785


0 0.415735 0.277785
0.068975 0.34676 0.353553
0.081106 0.407747 0.277785
0 0.415735 0.277785


0 0.277785 -0.415735
0 0.353553 -0.353553
0.068975 0.34676 -0.353553
0 0.277785 -0.415735


0 0.277785 -0.415735
0.068975 0.34676 -0.353553
0.054193 0.272448 -0.415735
0 0.277785 -0.415735


0.068975 0.34676 -0.353553
0.081106 0.407747 -0.277785
0.159095 0.384089 -0.277785
0.068975 0.34676 -0.353553


0.068975 0.34676 -0.353553
0.159095 0.384089 -0.277785
0.135299 0.326641 -0.353553
0.068975 0.34676 -0.353553


0.081106 0.407747 0.277785
0.068975 0.34676 0.353553
0.135299 0.326641 0.353553
0.081106 0.407747 0.277785


0.081106 0.407747 0.277785
0.135299 0.326641 0.353553
0.159095 0.384089 0.277785
0.081106 0.407747 0.277785


0.054193 0.272448 -0.415735
0.068975 0.34676 -0.353553
0.135299 0.326641 -0.353553
0.054193 0.272448 -0.415735


0.054193 0.272448 -0.415735
0.135299 0.326641 -0.353553
0.106304 0.25664 -0.415735
0.054193 0.272448 -0.415735


0.09012 0.453064 0.191342
0.081106 0.407747 0.277785
0.159095 0.384089 0.277785
0.09012 0.453064 0.191342


0.09012 0.453064 0.191342
0.159095 0.384089 0.277785
0.176777 0.426777 0.191342
0.09012 0.453064 0.191342


0.037329 0.187665 -0.46194
0.054193 0.272448 -0.415735
0.106304 0.25664 -0.415735
0.037329 0.187665 -0.46194


0.037329 0.187665 -0.46194
0.106304 0.25664 -0.415735
0.073223 0.176777 -0.46194
0.037329 0.187665 -0.46194


0.095671 0.48097 0.097545
0.09012 0.453064 0.191342
0.176777 0.426777 0.191342
0.095671 0.48097 0.097545


0.095671 0.48097 0.097545
0.176777 0.426777 0.191342
0.187665 0.453064 0.097545
0.095671 0.48097 0.097545


0.01903 0.095671 -0.490393
0.037329 0.187665 -0.46194
0.073223 0.176777 -0.46194
0.01903 0.095671 -0.490393


0.01903 0.095671 -0.490393
0.073223 0.176777 -0.46194
0.037329 0.09012 -0.490393
0.01903 0.095671 -0.490393


0.097545 0.490393 0
0.095671 0.48097 0.097545
0.187665 0.453064 0.097545
0.097545 0.490393 0


0.097545 0.490393 0
0.187665 0.453064 0.097545
0.191342 0.46194 0
0.097545 0.490393 0


0.01903 0.095671 0.490393
-0 -0 0.5
0.037329 0.09012 0.490393
0.01903 0.095671 0.490393


0 -0 -0.5
0.01903 0.095671 -0.490393
0.037329 0.09012 -0.490393
0 -0 -0.5


0.095671 0.48097 -0.097545
0.097545 0.490393 0
0.191342 0.46194 0
0.095671 0.48097 -0.097545


0.095671 0.48097 -0.097545
0.191342 0.46194 0
0.187665 0.453064 -0.097545
0.095671 0.48097 -0.097545


0.037329 0.187665 0.46194
0.01903 0.095671 0.490393
0.037329 0.09012 0.490393
0.037329 0.187665 0.46194


0.037329 0.187665 0.46194
0.037329 0.09012 0.490393
0.073223 0.176777 0.46194
0.037329 0.187665 0.46194


0.09012 0.453064 -0.191342
0.095671 0.48097 -0.097545
0.187665 0.453064 -0.097545
0.09012 0.453064 -0.191342


0.09012 0.453064 -0.191342
0.187665 0.453064 -0.097545
0.176777 0.426777 -0.191342
0.09012 0.453064 -0.191342


0.054193 0.272448 0.415735
0.037329 0.187665 0.46194
0.073223 0.176777 0.46194
0.054193 0.272448 0.415735


0.054193 0.272448 0.415735
0.073223 0.176777 0.46194
0.106304 0.25664 0.415735
0.054193 0.272448 0.415735


0.081106 0.407747 -0.277785
0.09012 0.453064 -0.191342
0.176777 0.426777 -0.191342
0.081106 0.407747 -0.277785


0.081106 0.407747 -0.277785
0.176777 0.426777 -0.191342
0.159095 0.384089 -0.277785
0.081106 0.407747 -0.277785


0.068975 0.34676 0.353553
0.054193 0.272448 0.415735
0.106304 0.25664 0.415735
0.068975 0.34676 0.353553


0.068975 0.34676 0.353553
